datetime,Rain_Gage_at_Lake_Johnson_354546078422045,Walnut_Creek_at_Buck_Jones_Road_02087337,Walnut_Creek_at_South_State_Street_0208735460,Walnut_Creek_at_South_Wilmington_St_0208734795,Walnut_Creek_at_Trailwood_Drive_0208734210
2024-07-01 04:00:00,0.0008333333333333334,0.3466666666666667,2.205833333333333,1.8925,0.46
2024-07-01 05:00:00,0.0,0.22999999999999998,1.9758333333333333,1.5116666666666667,0.49
2024-07-01 06:00:00,0.0,0.245,1.8641666666666667,1.2125,0.5033333333333333
2024-07-01 07:00:00,0.0,0.19999999999999998,1.7850000000000001,1.0233333333333332,0.53
2024-07-01 08:00:00,0.0,0.145,1.7391666666666667,0.895,0.53
2024-07-01 09:00:00,0.0,0.09000000000000001,1.71,0.83,0.5
2024-07-01 10:00:00,0.0,0.22666666666666668,1.6808333333333332,0.7766666666666667,0.5
2024-07-01 11:00:00,0.0,0.325,1.66,0.77,0.5
2024-07-01 12:00:00,0.0,0.32,1.6475,0.7566666666666667,0.49666666666666665
2024-07-01 13:00:00,0.0,0.32,1.6358333333333333,0.7233333333333333,0.48666666666666664
2024-07-01 14:00:00,0.0,0.27416666666666667,1.6125,0.7033333333333333,0.47666666666666674
2024-07-01 15:00:00,0.0,0.265,1.5958333333333334,0.69,0.48333333333333334
2024-07-01 16:00:00,0.0,0.215,1.5916666666666668,0.69,0.49333333333333335
2024-07-01 17:00:00,0.0,0.21,1.5991666666666668,0.69,0.5
2024-07-01 18:00:00,0.0,0.18999999999999997,1.6083333333333334,0.69,0.46
2024-07-01 19:00:00,0.0,0.15,1.6058333333333332,0.69,0.44083333333333335
2024-07-01 20:00:00,0.0,0.15,1.6000000000000003,0.69,0.385
2024-07-01 21:00:00,0.0,0.145,1.6000000000000003,0.7458333333333332,0.355
2024-07-01 22:00:00,0.0,0.12,1.6000000000000003,0.7925,0.36000000000000004
2024-07-01 23:00:00,0.0,0.09499999999999999,1.5925,0.86,0.36000000000000004
2024-07-02 00:00:00,0.0,0.09000000000000001,1.5916666666666668,0.86,0.36999999999999994
2024-07-02 01:00:00,0.0,0.09000000000000001,1.594166666666667,0.86,0.38999999999999996
2024-07-02 02:00:00,0.0,0.09000000000000001,1.6000000000000003,0.86,0.395
2024-07-02 03:00:00,0.0,0.09000000000000001,1.5975000000000001,0.86,0.41
2024-07-02 04:00:00,0.0,0.09000000000000001,1.595,0.86,0.42333333333333334
2024-07-02 05:00:00,0.0,0.09000000000000001,1.5983333333333334,0.86,0.42
2024-07-02 06:00:00,0.0,0.09000000000000001,1.6091666666666669,0.86,0.43333333333333335
2024-07-02 07:00:00,0.0,0.09000000000000001,1.6041666666666667,0.86,0.46
2024-07-02 08:00:00,0.0,0.09000000000000001,1.6008333333333333,0.7933333333333333,0.46
2024-07-02 09:00:00,0.0,0.15,1.6000000000000003,0.7799999999999999,0.4633333333333334
2024-07-02 10:00:00,0.0,0.10999999999999999,1.6058333333333332,0.7799999999999999,0.47333333333333333
2024-07-02 11:00:00,0.0,0.09000000000000001,1.6083333333333334,0.7799999999999999,0.4633333333333334
2024-07-02 12:00:00,0.0,0.09000000000000001,1.5933333333333335,0.7866666666666666,0.4741666666666667
2024-07-02 13:00:00,0.0,0.09000000000000001,1.5783333333333334,0.7799999999999999,0.46249999999999997
2024-07-02 14:00:00,0.0,0.09000000000000001,1.5766666666666669,0.7733333333333334,0.45333333333333337
2024-07-02 15:00:00,0.0,0.09000000000000001,1.5691666666666668,0.7799999999999999,0.4566666666666667
2024-07-02 16:00:00,0.0,0.09000000000000001,1.5675000000000001,0.7733333333333334,0.4366666666666667
2024-07-02 17:00:00,0.0,0.09000000000000001,1.5741666666666667,0.7666666666666666,0.36083333333333334
2024-07-02 18:00:00,0.0,0.09000000000000001,1.5883333333333336,0.7799999999999999,0.3075
2024-07-02 19:00:00,0.0,0.049999999999999996,1.595,0.7799999999999999,0.3125
2024-07-02 20:00:00,0.0,0.03,1.5908333333333333,0.7799999999999999,0.29
2024-07-02 21:00:00,0.0,0.03,1.59,0.7399999999999999,0.2866666666666667
2024-07-02 22:00:00,0.0,0.03,1.59,0.7266666666666666,0.3075
2024-07-02 23:00:00,0.0,0.03,1.59,0.6999999999999998,0.32
2024-07-03 00:00:00,0.0,0.03,1.59,0.6999999999999998,0.32
2024-07-03 01:00:00,0.0,0.03,1.5883333333333336,0.6999999999999998,0.33249999999999996
2024-07-03 02:00:00,0.0,0.03,1.5891666666666666,0.6999999999999998,0.3499999999999999
2024-07-03 03:00:00,0.0,0.03,1.59,0.6999999999999998,0.365
2024-07-03 04:00:00,0.0,0.03,1.59,0.6999999999999998,0.38000000000000006
2024-07-03 05:00:00,0.0,0.034999999999999996,1.5925,0.6681818181818181,0.38000000000000006
2024-07-03 06:00:00,0.0,0.08,1.5908333333333333,0.6999999999999998,0.4166666666666667
2024-07-03 07:00:00,0.0,0.09000000000000001,1.5908333333333333,0.6941666666666667,0.41
2024-07-03 08:00:00,0.0,0.09000000000000001,1.5925,0.6649999999999999,0.42
2024-07-03 09:00:00,0.0,0.09000000000000001,1.59,0.6358333333333334,0.42
2024-07-03 10:00:00,0.0,0.09000000000000001,1.59,0.63,0.4183333333333333
2024-07-03 11:00:00,0.0,0.09000000000000001,1.5891666666666666,0.63,0.43333333333333335
2024-07-03 12:00:00,0.0,0.09000000000000001,1.5766666666666669,0.63,0.43
2024-07-03 13:00:00,0.0,0.09000000000000001,1.5708333333333335,0.63,0.43333333333333335
2024-07-03 14:00:00,0.0,0.09000000000000001,1.5658333333333332,0.63,0.4075
2024-07-03 15:00:00,0.0,0.09000000000000001,1.5675000000000001,0.63,0.4025
2024-07-03 16:00:00,0.0,0.09000000000000001,1.5716666666666665,0.63,0.38999999999999996
2024-07-03 17:00:00,0.0,0.09000000000000001,1.5775,0.63,0.33499999999999996
2024-07-03 18:00:00,0.0,0.09000000000000001,1.59,0.63,0.2975
2024-07-03 19:00:00,0.0,0.09000000000000001,1.5908333333333333,0.63,0.2925
2024-07-03 20:00:00,0.0,0.09000000000000001,1.5975000000000001,0.63,0.29
2024-07-03 21:00:00,0.0,0.085,1.6033333333333335,0.63,0.285
2024-07-03 22:00:00,0.0,0.06999999999999999,1.6075000000000002,0.63,0.285
2024-07-03 23:00:00,0.0,0.045000000000000005,1.6000000000000003,0.63,0.295
2024-07-04 00:00:00,0.0,0.034999999999999996,1.6000000000000003,0.63,0.315
2024-07-04 01:00:00,0.0,0.03,1.594166666666667,0.63,0.32
2024-07-04 02:00:00,0.0,0.03,1.59,0.63,0.325
2024-07-04 03:00:00,0.0,0.03,1.5825000000000002,0.6241666666666666,0.33749999999999997
2024-07-04 04:00:00,0.0,0.03,1.59,0.6183333333333333,0.3499999999999999
2024-07-04 05:00:00,0.0,0.049999999999999996,1.5908333333333333,0.6066666666666667,0.355
2024-07-04 06:00:00,0.0,0.065,1.59,0.6008333333333333,0.36999999999999994
2024-07-04 07:00:00,0.0,0.06,1.59,0.5950000000000001,0.38000000000000006
2024-07-04 08:00:00,0.0,0.085,1.59,0.5833333333333334,0.38000000000000006
2024-07-04 09:00:00,0.0,0.09000000000000001,1.59,0.5716666666666667,0.395
2024-07-04 10:00:00,0.0,0.09000000000000001,1.59,0.56,0.41
2024-07-04 11:00:00,0.0,0.09000000000000001,1.59,0.56,0.41
2024-07-04 12:00:00,0.0,0.09000000000000001,1.5841666666666667,0.5775,0.41
2024-07-04 13:00:00,0.0,0.09000000000000001,1.5733333333333335,0.6025,0.40499999999999997
2024-07-04 14:00:00,0.0,0.09000000000000001,1.5658333333333332,0.59,0.38000000000000006
2024-07-04 15:00:00,0.0,0.09000000000000001,1.5675000000000001,0.6075,0.38999999999999996
2024-07-04 16:00:00,0.0,0.09000000000000001,1.5733333333333335,0.6108333333333333,0.3741666666666667
2024-07-04 17:00:00,0.0,0.09000000000000001,1.58,0.5991666666666666,0.32083333333333336
2024-07-04 18:00:00,0.0,0.09000000000000001,1.5925,0.57,0.285
2024-07-04 19:00:00,0.0,0.05499999999999999,1.6000000000000003,0.5816666666666667,0.2875
2024-07-04 20:00:00,0.0,0.049999999999999996,1.5991666666666668,0.57,0.29
2024-07-04 21:00:00,0.0,0.04,1.5983333333333334,0.57,0.2675
2024-07-04 22:00:00,0.0,0.045000000000000005,1.594166666666667,0.57,0.2825
2024-07-04 23:00:00,0.0,0.05499999999999999,1.5966666666666667,0.57,0.2825
2024-07-05 00:00:00,0.0,0.04,1.5908333333333333,0.57,0.2833333333333334
2024-07-05 01:00:00,0.0,0.08,1.5916666666666668,0.5933333333333333,0.29750000000000004
2024-07-05 02:00:00,0.0,0.09000000000000001,1.59,0.5991666666666666,0.31
2024-07-05 03:00:00,0.0,0.09000000000000001,1.6050000000000002,0.5933333333333333,0.3125
2024-07-05 04:00:00,0.0,0.09000000000000001,1.6466666666666665,0.64,0.34
2024-07-05 05:00:00,0.0,0.09000000000000001,1.7191666666666665,0.64,0.34
2024-07-05 06:00:00,0.0,0.09000000000000001,1.7299999999999998,0.64,0.3625
2024-07-05 07:00:00,0.0,0.09000000000000001,1.6991666666666667,0.64,0.36999999999999994
